S. No.,State,District,Location,Longitude,Latitude,Year,pH,EC (µS/cm),F (mg/L),NO3 (mg/L),Fe (ppm),As (ppb),U (ppb),As (mg/L),U (mg/L),HPI,Category
3620,Kerala,Thrissur,Chavakkad,76.0244,10.5828,2023,7.48,184,0.02,1,-,-,0,NaN,0,0,safe
3621,Kerala,Thrissur,Cherpu,76.2083,10.4361,2023,7.55,142,0.16,6,-,-,0,NaN,0,0,safe
3622,Kerala,Thrissur,Guruvayur,76.0667,10.6083,2023,7.75,327,0.15,2,-,-,0,NaN,0,0,safe
3623,Kerala,Thrissur,Muriyad,76.2639,10.3583,2023,7.11,165,0.06,7,-,-,0,NaN,0,0,safe
3624,Kerala,Thrissur,Echipara,76.4069,10.4333,2023,7.63,69,0.12,1,-,-,0,NaN,0,0,safe
3625,Kerala,Thrissur,Mupliyan,76.34,10.4,2023,7.25,132,0.05,24,-,-,0,NaN,0,0,safe
3626,Kerala,Thrissur,Kodungalloor,76.1972,10.2306,2023,8.1,832,0.27,34,-,-,0,NaN,0,0,safe
3627,Kerala,Thrissur,Annamanada,76.3272,10.2383,2023,6.5,156,0.03,23,-,-,0,NaN,0,0,safe
3628,Kerala,Thrissur,Perinjanam,76.1478,10.3133,2023,8.51,943,0.36,101,-,-,0,NaN,0,0,unsafe
3629,Kerala,Thrissur,Manamangalam,76.3408,10.4981,2023,7.26,59,0.12,3,-,-,0,NaN,0,0,safe
3630,Kerala,Thrissur,Mulankunnathukavu,76.2153,10.5847,2023,7.61,222,0.12,19,-,-,0,NaN,0,0,safe
3631,Kerala,Thrissur,Pattikkad,76.2917,10.5542,2023,7.51,135,0.3,4,-,-,0,NaN,0,0,safe
3632,Kerala,Thrissur,Chelakkara,76.3417,10.6944,2023,8.02,527,0.53,3,-,-,0,NaN,0,0,safe
3633,Kerala,Thrissur,Cheruthuruthi,76.2939,10.7416,2023,7.78,293,0.41,18,-,-,0,NaN,0,0,safe
3634,Kerala,Thrissur,Kecheri,76.16,10.61,2023,6.85,298,0.02,49,-,-,0,NaN,0,0,unsafe
3635,Kerala,Thrissur,Engandiyur,76.0611,10.4972,2023,7.96,276,0.01,6,-,-,0,NaN,0,0,safe
3636,Kerala,Thrissur,Manalur,76.0667,10.4694,2023,7.53,48,0.01,1,-,-,0,NaN,0,0,safe
3637,Kerala,Thrissur,Triprayar,76.1125,10.4125,2023,8,424,0.13,10,-,-,0,NaN,0,0,safe
3638,Kerala,Thrissur,Trichur,76.2167,10.5167,2023,7.29,169,0.01,4,-,-,0,NaN,0,0,safe
3639,Kerala,Thrissur,Thekkumkara(Konathukunnu),76.2119,10.2744,2023,7.3,67,0.01,3,-,-,0,NaN,0,0,safe
3640,Kerala,Thrissur,Kundannur,76.2028,10.6778,2023,8.48,567,0.75,12,-,-,0,NaN,0,0,safe
3641,Kerala,Thrissur,Wadakkancherry,76.25,10.6667,2023,7.54,140,0.11,4,-,-,0,NaN,0,0,safe
3642,Kerala,Trivandrum,Chittagode,77.08,8.3694,2023,6.5,290,0.21,33,-,-,0,NaN,0,0,safe
3643,Kerala,Trivandrum,Kulathur,77.1083,8.3194,2023,6.65,83,0.1,5,-,-,0,NaN,0,0,safe
3644,Kerala,Trivandrum,Attingal,76.8167,8.6972,2023,6.8,310,0.15,11,-,-,0,NaN,0,0,safe
3645,Kerala,Trivandrum,Anjengo,76.7569,8.6722,2023,6.63,360,0.08,45,-,-,0,NaN,0,0,safe
3646,Kerala,Trivandrum,Chirayinkil,76.7889,8.6583,2023,6,370,0.04,41,-,-,0,NaN,0,0,unsafe
3647,Kerala,Trivandrum,Kadakkavur,76.7708,8.6792,2023,7.2,800,0.1,11,-,-,0,NaN,0,0,safe
3648,Kerala,Trivandrum,Perumkuzhi,76.8125,8.6292,2023,6.5,250,0.11,30,-,-,0,NaN,0,0,safe
3649,Kerala,Trivandrum,Kazhakuttam,76.8708,8.5708,2023,6.6,560,0,96,-,-,0,NaN,0,0,unsafe
3650,Kerala,Trivandrum,Pudukurichi,76.8069,8.6111,2023,7,340,0.06,11,-,-,0,NaN,0,0,safe
3651,Kerala,Trivandrum,Kallambalam1,76.8,8.76,2023,6.8,270,0.27,5,-,-,0,NaN,0,0,safe
3652,Kerala,Trivandrum,Kilimannor,76.8806,8.7764,2023,6.77,61,0.07,11,-,-,0,NaN,0,0,safe
3653,Kerala,Trivandrum,Mannanthala,76.95,8.5694,2023,5.8,179,0.15,28,-,-,0,NaN,0,0,unsafe
3654,Kerala,Trivandrum,Balaramapuram,77.0458,8.4231,2023,5.6,860,0.27,153,-,-,0,NaN,0,0,unsafe
3655,Kerala,Trivandrum,Neyyattinkara,77.0806,8.4111,2023,5.4,193,0.15,35,-,-,0,NaN,0,0,unsafe
3656,Kerala,Trivandrum,Poovar- Ii,77.0736,8.3167,2023,6.83,580,0.12,96,-,-,0,NaN,0,0,unsafe
3657,Kerala,Trivandrum,Pozhiyoor,77.1,8.3,2023,7.5,1170,0.21,30,-,-,0,NaN,0,0,safe
3658,Kerala,Trivandrum,Kallikkad,77.125,8.5306,2023,6.5,144,0.05,13,-,-,0,NaN,0,0,safe
3659,Kerala,Trivandrum,Vellarada1,77.2,8.44,2023,6.7,380,0.06,57,-,-,0,NaN,0,0,unsafe
3660,Kerala,Trivandrum,Poonthura,76.9417,8.45,2023,6.9,240,0.07,6,-,-,0,NaN,0,0,safe
3661,Kerala,Trivandrum,Trivandrum,76.9639,8.5028,2023,6.8,210,0.09,31,-,-,0,NaN,0,0,safe
3662,Kerala,Trivandrum,Kallar,77.1308,8.7083,2023,6.9,49,0.03,1,-,-,0,NaN,0,0,safe
3663,Kerala,Trivandrum,Palode,77.0319,8.7208,2023,6.5,300,0.12,24,-,-,0,NaN,0,0,safe
3664,Kerala,Trivandrum,Pangode,76.9694,8.7653,2023,5.1,230,0.23,56,-,-,0,NaN,0,0,unsafe
3665,Kerala,Trivandrum,Pothencode,76.9,8.64,2023,6.9,260,0.05,29,-,-,0,NaN,0,0,safe
3666,Kerala,Trivandrum,Vamanapuram,76.9,8.7194,2023,7.2,390,0.13,14,-,-,0,NaN,0,0,safe
3667,Kerala,Trivandrum,Edava,76.6972,8.7611,2023,6.38,176,0.01,24,-,-,0,NaN,0,0,unsafe
3668,Kerala,Trivandrum,Varkala,76.7167,8.7311,2023,6.98,270,0.06,10,-,-,0,NaN,0,0,safe
3669,Kerala,Trivandrum,Kattakada,77.0833,8.5069,2023,6.28,390,0.24,58,-,-,0,NaN,0,0,unsafe
3670,Kerala,Trivandrum,Nedumangad,77.0097,8.6097,2023,6,210,0.08,11,-,-,0,NaN,0,0,unsafe
3671,Kerala,Trivandrum,Vidura,77.0847,8.6694,2023,6.62,135,0.07,25,-,-,0,NaN,0,0,safe
3672,Kerala,Wayanad,Padinjarattara,75.9747,11.6797,2023,7.46,182,0.08,21,-,-,0,NaN,0,0,safe
3673,Kerala,Wayanad,Vaduvanchal,76.2238,11.5559,2023,7.1,155,0.03,31,-,-,0,NaN,0,0,safe
3674,Kerala,Wayanad,Vayittiri,76.039,11.5565,2023,7.49,178,0.04,9,-,-,0,NaN,0,0,safe
3675,Kerala,Wayanad,Kalpetta,76.0842,11.66,2023,7.93,440,0.06,19,-,-,0,NaN,0,0,safe
3676,Kerala,Wayanad,Koroth,75.81,11.7442,2023,7.14,77,0.02,6,-,-,0,NaN,0,0,safe
3677,Kerala,Wayanad,Mananthody,76.0056,11.8067,2023,7.98,486,0.11,6,-,-,0,NaN,0,0,safe
3678,Kerala,Wayanad,Tirunelly,75.992,11.9076,2023,7.49,139,0.05,7,-,-,0,NaN,0,0,safe
3679,Kerala,Wayanad,Valatt,75.9066,11.7952,2023,6.98,84,0.04,9,-,-,0,NaN,0,0,safe
3680,Kerala,Wayanad,Kamblakat,76.0743,11.6784,2023,7.3,172,0.05,34,-,-,0,NaN,0,0,safe
3681,Kerala,Wayanad,Perikallur,76.23,11.79,2023,7.89,584,0.23,39,-,-,0,NaN,0,0,safe
3682,Kerala,Wayanad,Pulpally,76.13,11.73,2023,8.08,277,0.25,2,-,-,0,NaN,0,0,safe
3683,Kerala,Wayanad,Ambalavayal,76.2131,11.6184,2023,7.29,129,0.03,9,-,-,0,NaN,0,0,safe
3684,Kerala,Wayanad,Chenad,76.2441,11.7351,2023,7.58,153,0.08,12,-,-,0,NaN,0,0,safe
3685,Kerala,Wayanad,Minangadi,76.1626,11.6604,2023,7.8,144,0.1,2,-,-,0,NaN,0,0,safe
3686,Kerala,Wayanad,Muthanga (R1),76.3714,11.6767,2023,8.33,458,0.16,5,-,-,0,NaN,0,0,safe
3687,Kerala,Wayanad,Noolpuzha,76.3449,11.6031,2023,7.76,132,0.1,5,-,-,0,NaN,0,0,safe
3688,Kerala,Wayanad,Sulthans' Bathery,76.2574,11.663,2023,7.4,368,0.2,22,-,-,0,NaN,0,0,safe
3689,Maharashtra,Ahmednagar,Bhandardara,73.7694,19.5367,2023,7.66,104,0.17,0,-,-,0.31,NaN,0.0003,1.033,safe
3690,Maharashtra,Ahmednagar,Kalsubai,73.7322,19.6122,2023,7.59,232,0.26,2,-,-,0.47,NaN,0.0005,1.567,safe
3691,Maharashtra,Ahmednagar,Kotul,73.9731,19.4253,2023,7.53,762,0.68,65,-,-,0.16,NaN,0.0002,0.533,unsafe
3692,Maharashtra,Ahmednagar,Rajur,73.925,19.525,2023,7.46,615,0.21,12,-,-,1.85,NaN,0.0019,6.167,safe
3693,Maharashtra,Ahmednagar,Rumbodi,73.9433,19.5303,2023,7.48,959,0.89,79,-,-,1.96,NaN,0.002,6.533,unsafe
3694,Maharashtra,Ahmednagar,Arangaon-3,75.1814,18.6747,2023,7.64,1129,0.86,32,-,-,5.48,NaN,0.0055,18.267,safe
3695,Maharashtra,Ahmednagar,Jamkhed,75.3167,18.7333,2023,7.83,1908,0.38,14,-,-,0,NaN,0,0,unsafe
3696,Maharashtra,Ahmednagar,Jamkhed-1,75.2972,18.7072,2023,7.44,1287,0.68,19,-,-,4.88,NaN,0.0049,16.267,safe
3697,Maharashtra,Ahmednagar,Savargaon,75.3589,18.7522,2023,7.83,836,0.74,62,-,-,0.16,NaN,0.0002,0.533,unsafe
3698,Maharashtra,Ahmednagar,Baradgaon Sudrik,74.8233,18.4583,2023,7.56,3421,0.74,65,-,-,3.13,NaN,0.0031,10.433,unsafe
3699,Maharashtra,Ahmednagar,Bhitkewadi,74.8967,18.6444,2023,7.7,691,0.45,53,-,-,4.44,NaN,0.0044,14.8,unsafe
3700,Maharashtra,Ahmednagar,Jogeshwarwadi,75.0036,18.5822,2023,7.67,1183,1.04,77,-,-,1.06,NaN,0.0011,3.533,unsafe
3701,Maharashtra,Ahmednagar,Karpadi,74.8847,18.4003,2023,7.66,1615,0.69,21,-,-,2.09,NaN,0.0021,6.967,unsafe
3702,Maharashtra,Ahmednagar,Kolwadi,74.9833,18.5167,2023,7.8,2269,0.55,44,-,-,0.42,NaN,0.0004,1.4,unsafe
3703,Maharashtra,Ahmednagar,Mirajgaon-3,75.2167,18.7222,2023,7.54,1663,0.87,85,-,-,1.16,NaN,0.0012,3.867,unsafe
3704,Maharashtra,Ahmednagar,Rassin,74.9333,18.4333,2023,7.75,1347,0.42,66,-,-,2.62,NaN,0.0026,8.733,unsafe
3705,Maharashtra,Ahmednagar,Rehekuri,74.9717,18.6092,2023,7.76,689,0.89,15,-,-,3.62,NaN,0.0036,12.067,safe
3706,Maharashtra,Ahmednagar,Wadarwadi,74.7494,18.4528,2023,7.62,1707,0.59,23,-,-,1.09,NaN,0.0011,3.633,unsafe
3707,Maharashtra,Ahmednagar,Walvad,74.8833,18.6333,2023,7.71,801,1.12,26,-,-,10.72,NaN,0.0107,35.733,safe
3708,Maharashtra,Ahmednagar,Kolpewadi-1,74.3697,19.8989,2023,7.48,1575,0.47,11,-,-,3.6,NaN,0.0036,12,unsafe
3709,Maharashtra,Ahmednagar,Loni-Pravara Nagar,74.4819,19.5919,2023,7.43,1462,0.62,41,-,-,6.47,NaN,0.0065,21.567,safe
3710,Maharashtra,Ahmednagar,Manjur,74.2808,19.95,2023,7.62,8973,0.6,77,-,-,14.75,NaN,0.0148,49.167,unsafe
3711,Maharashtra,Ahmednagar,Mushadpur,74.4442,19.8969,2023,7.3,5894,0.59,117,-,-,9.5,NaN,0.0095,31.667,unsafe
3712,Maharashtra,Ahmednagar,Rahata,74.4833,19.7167,2023,7.54,3708,0.64,59,-,-,14.82,NaN,0.0148,49.4,unsafe
3713,Maharashtra,Ahmednagar,Yesgaon,74.488,19.9386,2023,7.73,585,0.52,17,-,-,1.13,NaN,0.0011,3.767,safe
3714,Maharashtra,Ahmednagar,Arangaon-1,74.7181,19.0253,2023,7.55,724,1.17,8,-,-,11.78,NaN,0.0118,39.267,safe
3715,Maharashtra,Ahmednagar,Chas,74.6333,19,2023,7.78,964,0.65,42,-,-,1.16,NaN,0.0012,3.867,safe
3716,Maharashtra,Ahmednagar,Chichondi Patil,74.9167,19.0014,2023,7.56,1251,0.61,26,-,-,2.72,NaN,0.0027,9.067,safe
3717,Maharashtra,Ahmednagar,Dahigaon,74.8069,18.9625,2023,7.34,3877,0.54,126,-,-,11.66,NaN,0.0117,38.867,unsafe
3718,Maharashtra,Ahmednagar,Dehre,74.6667,19.2333,2023,7.94,494,0.34,4,-,-,0,NaN,0,0,safe
3719,Maharashtra,Ahmednagar,Hivrebazar,74.6561,19.0772,2023,7.65,640,1.1,67,-,-,1.03,NaN,0.001,3.433,unsafe
3720,Maharashtra,Ahmednagar,Jakhangaon,74.6306,19.1056,2023,7.72,3120,0.61,87,-,-,12.06,NaN,0.0121,40.2,unsafe
3721,Maharashtra,Ahmednagar,Jeur1,74.8031,19.2128,2023,7.64,2713,0.86,218,-,-,3.83,NaN,0.0038,12.767,unsafe
3722,Maharashtra,Ahmednagar,Karanji,74.9847,19.1322,2023,7.53,695,0.98,44,-,-,1.29,NaN,0.0013,4.3,safe
3723,Maharashtra,Ahmednagar,Kaudgaon,74.9269,19.1111,2023,8.01,1341,1.42,11,-,-,3.09,NaN,0.0031,10.3,safe
3724,Maharashtra,Ahmednagar,Khadki,74.6483,19.0181,2023,7.47,743,0.53,57,-,-,2.63,NaN,0.0026,8.767,unsafe
3725,Maharashtra,Ahmednagar,Khosepuri-1,74.8519,19.2714,2023,7.86,713,0.91,1,-,-,3.13,NaN,0.0031,10.433,safe
3726,Maharashtra,Ahmednagar,Shahapur,74.8206,19.0889,2023,7.61,1017,1.31,16,-,-,2.41,NaN,0.0024,8.033,safe
3727,Maharashtra,Ahmednagar,Takle-Kazi,74.8333,19.0333,2023,7.31,1517,0.5,139,-,-,0.04,NaN,0,0.133,unsafe
3728,Maharashtra,Ahmednagar,Bhanas Hivre,74.9672,19.4894,2023,7.73,774,0.91,8,-,-,1.58,NaN,0.0016,5.267,safe
3729,Maharashtra,Ahmednagar,Ghodegaon-1,74.8733,19.3553,2023,7.91,1137,0.59,6,-,-,1.07,NaN,0.0011,3.567,safe
3730,Maharashtra,Ahmednagar,Gondegaon,74.6425,19.7289,2023,7.48,3009,0.76,104,-,-,7.76,NaN,0.0078,25.867,unsafe
3731,Maharashtra,Ahmednagar,Kokona-1,75.0875,19.4181,2023,7.4,1701,0.74,91,-,-,2.56,NaN,0.0026,8.533,unsafe
3732,Maharashtra,Ahmednagar,Nevasa Bk,74.9544,19.5267,2023,7.45,3721,0.31,373,-,-,18.85,NaN,0.0189,62.833,unsafe
3733,Maharashtra,Ahmednagar,Rastapur,74.5644,19.7881,2023,7.59,3221,0.66,20,-,-,6.77,NaN,0.0068,22.567,unsafe
3734,Maharashtra,Ahmednagar,Shani Shingnapur,74.9544,19.5267,2023,8.02,3035,0.94,28,-,-,4.56,NaN,0.0046,15.2,unsafe
3735,Maharashtra,Ahmednagar,Shirasgaon,75.1014,19.55,2023,7.78,839,0.24,8,-,-,2.3,NaN,0.0023,7.667,safe
3736,Maharashtra,Ahmednagar,Sonai,74.8208,19.3958,2023,7.76,663,0.28,18,-,-,0,NaN,0,0,safe
3737,Maharashtra,Ahmednagar,Vadala Bhairoba,74.9,19.4333,2023,7.49,1906,0.24,98,-,-,9.2,NaN,0.0092,30.667,unsafe
3738,Maharashtra,Ahmednagar,Malkup,74.5308,19.1256,2023,7.63,3213,1.25,144,-,-,5.97,NaN,0.006,19.9,unsafe
3739,Maharashtra,Ahmednagar,Ralegaon Siddhi,74.41,18.9161,2023,7.64,688,1.05,31,-,-,0.86,NaN,0.0009,2.867,safe
3740,Maharashtra,Ahmednagar,Supe,74.5389,18.9597,2023,7.94,1994,0.87,45,-,-,6.93,NaN,0.0069,23.1,unsafe
3741,Maharashtra,Ahmednagar,Takli-Dhogeswar-1,74.3872,19.1392,2023,7.57,733,0.95,18,-,-,3.73,NaN,0.0037,12.433,safe
3742,Maharashtra,Ahmednagar,Bambori,74.7375,19.2889,2023,7.86,612,0.31,17,-,-,0,NaN,0,0,safe
3743,Maharashtra,Ahmednagar,Brahmani,74.7489,19.3739,2023,7.88,2039,1.2,44,-,-,7.45,NaN,0.0075,24.833,unsafe
3744,Maharashtra,Ahmednagar,Devlali,74.6208,19.475,2023,8.02,1566,0.51,25,-,-,4.03,NaN,0.004,13.433,unsafe
3745,Maharashtra,Ahmednagar,Dhamori Bk,74.6589,19.3067,2023,7.62,569,1.06,6,-,-,0.91,NaN,0.0009,3.033,safe
3746,Maharashtra,Ahmednagar,Malharwadi,74.5819,19.3833,2023,7.53,2751,0.35,161,-,-,8.22,NaN,0.0082,27.4,unsafe
3747,Maharashtra,Ahmednagar,Ambikhalsa,74.175,19.35,2023,7.53,868,0.46,38,-,-,2.94,NaN,0.0029,9.8,safe
3748,Maharashtra,Ahmednagar,Bote,74.2278,19.2778,2023,7.43,1347,0.54,58,-,-,5.56,NaN,0.0056,18.533,unsafe
3749,Maharashtra,Ahmednagar,Chandanapuri,74.2,19.4833,2023,7.57,1207,0.54,71,-,-,4.98,NaN,0.005,16.6,unsafe
3750,Maharashtra,Ahmednagar,Kokangaon,74.3,19.5917,2023,7.81,1000,0.59,5,-,-,2.55,NaN,0.0025,8.5,safe
3751,Maharashtra,Ahmednagar,Sangamner,74.2208,19.5667,2023,7.85,1587,0.51,88,-,-,4.86,NaN,0.0049,16.2,unsafe
3752,Maharashtra,Ahmednagar,Tambhol,74.2528,19.5167,2023,7.75,295,0.39,5,-,-,6.45,NaN,0.0065,21.5,safe
3753,Maharashtra,Ahmednagar,Bodhgaon,75.4233,19.3069,2023,7.57,2819,0.58,209,-,-,3.81,NaN,0.0038,12.7,unsafe
3754,Maharashtra,Ahmednagar,Ghotan,75.3,19.4,2023,7.37,4106,0.21,355,-,-,14.35,NaN,0.0143,47.833,unsafe
3755,Maharashtra,Ahmednagar,Khamgaon,75.1703,19.3864,2023,7.4,4092,0.85,41,-,-,11.78,NaN,0.0118,39.267,unsafe
3756,Maharashtra,Ahmednagar,Rakshi,75.3167,19.3556,2023,7.91,708,0.69,49,-,-,0,NaN,0,0,unsafe
3757,Maharashtra,Ahmednagar,Banpimpri,74.8667,18.8333,2023,7.57,3246,0.58,108,-,-,8.81,NaN,0.0088,29.367,unsafe
3758,Maharashtra,Ahmednagar,Chikhale,74.7167,18.8667,2023,7.31,4912,0.43,580,-,-,3.85,NaN,0.0039,12.833,unsafe
3759,Maharashtra,Ahmednagar,Ghargaon,74.6483,19.0181,2023,7.64,687,0.93,33,-,-,0.99,NaN,0.001,3.3,safe
3760,Maharashtra,Ahmednagar,Ghogargaon-1,74.8961,18.8119,2023,7.56,1192,0.59,4,-,-,1.76,NaN,0.0018,5.867,safe
3761,Maharashtra,Ahmednagar,Shrigonda,74.7167,18.6167,2023,7.7,1903,0.48,17,-,-,6.5,NaN,0.0065,21.667,unsafe
3762,Maharashtra,Ahmednagar,Vadegaon Madhe,74.6167,18.6167,2023,7.43,2222,0.48,8,-,-,0.87,NaN,0.0009,2.9,unsafe
3763,Maharashtra,Ahmednagar,Babhuleshwar,74.5083,19.6,2023,7.86,754,0.49,15,-,-,1.89,NaN,0.0019,6.3,safe
3764,Maharashtra,Ahmednagar,Khokar,74.7433,19.6158,2023,7.41,1948,0.4,72,-,-,4.88,NaN,0.0049,16.267,unsafe
3765,Maharashtra,Ahmednagar,Mamdapur,74.5617,19.6139,2023,7.66,682,0.76,28,-,-,1.46,NaN,0.0015,4.867,safe
3766,Maharashtra,Ahmednagar,Nimgaon Korhale,74.4678,19.7858,2023,7.68,643,0.49,14,-,-,0.97,NaN,0.001,3.233,safe
3767,Maharashtra,Ahmednagar,Taklibhan-1,75.3731,19.9864,2023,7.75,570,0.44,38,-,-,1.21,NaN,0.0012,4.033,safe
3768,Maharashtra,Akola,Akola,77.0017,20.7367,2023,7.86,592,0.26,21,-,-,0,NaN,0,0,safe
3769,Maharashtra,Akola,Borgaon Manju,77.1278,20.7333,2023,8.19,1501,1.65,88,-,-,5.16,NaN,0.0052,17.2,unsafe
3770,Maharashtra,Akola,Panaj,77.1364,21.1439,2023,7.76,1357,0.32,97,-,-,2.39,NaN,0.0024,7.967,unsafe
3771,Maharashtra,Akola,Patsul,77.0181,20.9861,2023,8.03,1831,0.68,26,-,-,7.17,NaN,0.0072,23.9,unsafe
3772,Maharashtra,Akola,Popetkheda,77.0792,21.2083,2023,7.9,641,0.3,34,-,-,0,NaN,0,0,safe
3773,Maharashtra,Akola,Raundala,76.9683,20.9775,2023,8.17,3834,1.13,134,-,-,15.01,NaN,0.015,50.033,unsafe
3774,Maharashtra,Akola,Andura1,76.8528,20.8833,2023,8.2,3495,0.55,15,-,-,10.79,NaN,0.0108,35.967,unsafe
3775,Maharashtra,Akola,Babulkhed,76.7667,20.6667,2023,7.97,735,0.66,44,-,-,1.32,NaN,0.0013,4.4,safe
3776,Maharashtra,Akola,Majhari,76.9219,20.59,2023,7.81,947,0.42,107,-,-,0.89,NaN,0.0009,2.967,unsafe
3777,Maharashtra,Akola,Ural,76.825,20.8069,2023,7.82,1890,0.68,154,-,-,7.34,NaN,0.0073,24.467,unsafe
3778,Maharashtra,Akola,Wadegaon,77.0675,20.4686,2023,7.52,5978,0.37,290,-,-,19.36,NaN,0.0194,64.533,unsafe
3779,Maharashtra,Akola,Wyala,76.8875,20.675,2023,7.69,1104,0.58,95,-,-,2.83,NaN,0.0028,9.433,unsafe
3780,Maharashtra,Akola,Barshi Takli,77.0667,20.5833,2023,7.6,1095,0.36,51,-,-,2.29,NaN,0.0023,7.633,unsafe
3781,Maharashtra,Akola,Donad,77.1783,20.5606,2023,7.54,1025,0.34,50,-,-,1.01,NaN,0.001,3.367,unsafe
3782,Maharashtra,Akola,Hatola,77.2044,20.5064,2023,7.74,1480,1.09,26,-,-,10.66,NaN,0.0107,35.533,safe
3783,Maharashtra,Akola,Mahan-1,77.1519,20.4953,2023,7.83,717,0.48,29,-,-,0.22,NaN,0.0002,0.733,safe
3784,Maharashtra,Akola,Pinjar,77.2556,20.5472,2023,8.17,2089,1.45,25,-,-,14.29,NaN,0.0143,47.633,unsafe
3785,Maharashtra,Akola,Anbhore,77.3208,20.7006,2023,7.93,782,0.96,23,-,-,0.72,NaN,0.0007,2.4,safe
3786,Maharashtra,Akola,Murtizapur,77.3667,20.7333,2023,7.72,905,0.26,75,-,-,0.42,NaN,0.0004,1.4,unsafe
3787,Maharashtra,Akola,Umri,77.3481,20.6461,2023,7.67,1006,0.41,55,-,-,1.54,NaN,0.0015,5.133,unsafe
3788,Maharashtra,Akola,Alegaon,76.8533,20.4097,2023,7.61,1793,0.6,50,-,-,3.68,NaN,0.0037,12.267,unsafe
3789,Maharashtra,Akola,Ambashi,76.8592,20.4567,2023,8.16,2079,1.42,22,-,-,13.44,NaN,0.0134,44.8,unsafe
3790,Maharashtra,Akola,Chani,76.775,20.4611,2023,7.77,1063,0.6,66,-,-,1.5,NaN,0.0015,5,unsafe
3791,Maharashtra,Akola,Patur,76.9333,20.45,2023,7.72,804,0.3,26,-,-,0.98,NaN,0.001,3.267,safe
3792,Maharashtra,Akola,Sasti,76.8331,20.5081,2023,7.64,2215,0.5,147,-,-,6.32,NaN,0.0063,21.067,unsafe
3793,Maharashtra,Amravati,Dhamni,77.4414,21.3544,2023,7.17,581,0.64,17,-,-,0.03,NaN,0,0.1,safe
3794,Maharashtra,Amravati,Kharapi,77.5706,21.3378,2023,7.25,823,0.56,41,-,-,0.57,NaN,0.0006,1.9,safe
3795,Maharashtra,Amravati,Pathrot-2,77.365,21.2144,2023,7.14,2024,0.34,65,-,-,2.71,NaN,0.0027,9.033,unsafe
3796,Maharashtra,Amravati,Amravati_Gec,77.7575,20.9567,2023,7.55,1105,1.43,4,-,-,0.53,NaN,0.0005,1.767,safe
3797,Maharashtra,Amravati,Amravati_Gopalnagar,77.7483,20.8994,2023,7.34,1032,0.61,57,-,-,0.64,NaN,0.0006,2.133,unsafe
3798,Maharashtra,Amravati,Amravati_Rh,77.7819,20.9342,2023,7.45,625,0.45,9,-,-,0,NaN,0,0,safe
3799,Maharashtra,Amravati,Amravati_University,77.8042,20.9372,2023,7.44,783,0.86,12,-,-,0.33,NaN,0.0003,1.1,safe
3800,Maharashtra,Amravati,Amravati_Wadali-Naka,77.7922,20.9283,2023,7.2,930,1.01,19,-,-,0.76,NaN,0.0008,2.533,safe
3801,Maharashtra,Amravati,Badnera,77.7286,20.8444,2023,7.2,884,0.79,35,-,-,0.58,NaN,0.0006,1.933,safe
3802,Maharashtra,Amravati,Lontek-1,77.7072,20.9081,2023,7.77,1287,1.29,78,-,-,1.78,NaN,0.0018,5.933,unsafe
3803,Maharashtra,Amravati,Nandgaon Peth,77.8333,21.025,2023,7.32,966,0.56,30,-,-,1.01,NaN,0.001,3.367,safe
3804,Maharashtra,Amravati,Pohra,77.875,20.8861,2023,7.32,880,0.58,18,-,-,0.9,NaN,0.0009,3,safe
3805,Maharashtra,Amravati,Walgaon,77.7,21.0167,2023,7.78,3065,0.69,54,-,-,3.82,NaN,0.0038,12.733,unsafe
3806,Maharashtra,Amravati,Khargavan,77.3156,21.0669,2023,7.9,3699,1.35,78,-,-,10.05,NaN,0.0101,33.5,unsafe
3807,Maharashtra,Amravati,Nimbhari,77.3125,21.05,2023,7.74,3139,1.46,82,-,-,7.61,NaN,0.0076,25.367,unsafe
3808,Maharashtra,Amravati,Sategaon-1,77.2414,21.1631,2023,7.44,946,0.76,26,-,-,1.19,NaN,0.0012,3.967,safe
3809,Maharashtra,Amravati,Bhatkuli-1,77.5986,20.9022,2023,7.35,1612,0.63,15,-,-,0.72,NaN,0.0007,2.4,unsafe
3810,Maharashtra,Amravati,Chandur Bazar,77.7333,21.2333,2023,7.58,1329,0.65,51,-,-,2.28,NaN,0.0023,7.6,unsafe
3811,Maharashtra,Amravati,Sirasgaon (Kasba),77.6825,21.3278,2023,7.34,727,0.35,41,-,-,0.15,NaN,0.0001,0.5,safe
3812,Maharashtra,Amravati,Wishroli1,77.7653,21.3528,2023,7.53,519,0.87,9,-,-,0.24,NaN,0.0002,0.8,safe
3813,Maharashtra,Amravati,Belteki,77.9258,20.755,2023,7.53,1329,0.89,69,-,-,2.58,NaN,0.0026,8.6,unsafe
3814,Maharashtra,Amravati,Chandur Railway,77.9667,20.8167,2023,7.29,1460,0.64,76,-,-,1.21,NaN,0.0012,4.033,unsafe
3815,Maharashtra,Amravati,Devgaon,78.1514,20.6833,2023,7.37,911,0.55,24,-,-,1.24,NaN,0.0012,4.133,safe
3816,Maharashtra,Amravati,Brahmanwada (Thadi),77.7356,21.3214,2023,7.34,792,0.4,31,-,-,0.22,NaN,0.0002,0.733,safe
3817,Maharashtra,Amravati,Dilalpur,77.7364,21.2722,2023,7.42,1116,0.51,35,-,-,1.48,NaN,0.0015,4.933,safe
